type,rcvTime,sendTime,sender,messageID,pos,pos_noise,spd,spd_noise,RSSI,repetition,attackerDensity,attackerType
3,10820.8725,10820.87239,79,7903,"[3592.607842964856, 5712.98549020539, 1.895]","[0.0, 0.0, 0.0]","[1.6223661164953, -37.744844342920736, 0.0]","[0.0, 0.0, 0.0]",1.40E-09,3,0.1,0
3,10821.1257,10821.12559,7,7991,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[2.755467551190899, 30.064961956001035, 0.0]","[0.0, 0.0, 0.0]",5.53E-08,3,0.1,1
3,10821.87251,10821.87239,79,8175,"[3594.2331507600256, 5675.172206807574, 1.895]","[0.0, 0.0, 0.0]","[1.6224795645005576, -37.7474837454848, 0.0]","[0.0, 0.0, 0.0]",1.98E-08,3,0.1,0
3,10822.12569,10822.12559,7,8237,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[3.163745688087026, 29.959842861971012, 0.0]","[0.0, 0.0, 0.0]",7.24E-08,3,0.1,1
3,10822.87251,10822.87239,79,8387,"[3596.1340426302645, 5637.369435517106, 1.895]","[0.0, 0.0, 0.0]","[3.16723467984152, -37.625277002192334, 0.0]","[0.0, 0.0, 0.0]",2.38E-09,3,0.1,0
3,10823.12569,10823.12559,7,8417,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[3.1729861478661707, 30.047347595391948, 0.0]","[0.0, 0.0, 0.0]",6.87E-09,3,0.1,1
3,10823.33237,10823.33225,85,8471,"[3615.3385976718355, 5395.332895705216, 1.895]","[0.0, 0.0, 0.0]","[-3.4271926968725186, 29.69626012344769, 0.0]","[0.0, 0.0, 0.0]",4.14E-09,3,0.1,0
3,10823.8725,10823.87239,79,8557,"[3599.308176604604, 5599.662198100609, 1.895]","[0.0, 0.0, 0.0]","[3.166463838216045, -37.61611976164714, 0.0]","[0.0, 0.0, 0.0]",3.05E-09,3,0.1,0
3,10824.33237,10824.33225,85,8608,"[3611.909947199522, 5425.0417872977605, 1.895]","[0.0, 0.0, 0.0]","[-3.4323213685003644, 29.740699517478006, 0.0]","[0.0, 0.0, 0.0]",6.22E-09,3,0.1,0
3,10824.62603,10824.62592,103,8663,"[3628.992756988584, 5287.554855728692, 1.895]","[0.0, 0.0, 0.0]","[-5.379429176819161, 34.485332210195836, 0.0]","[0.0, 0.0, 0.0]",2.75E-09,3,0.1,0
3,10824.87251,10824.87239,79,8688,"[3602.4826785083324, 5561.950589853849, 1.895]","[0.0, 0.0, 0.0]","[3.167890036901544, -37.6330623396454, 0.0]","[0.0, 0.0, 0.0]",7.25E-09,3,0.1,0
3,10825.33236,10825.33225,85,8743,"[3608.480902592964, 5454.754094021604, 1.895]","[0.0, 0.0, 0.0]","[-3.4371184152141017, 29.78226541692841, 0.0]","[0.0, 0.0, 0.0]",7.77E-09,3,0.1,0
3,10825.87251,10825.87239,79,8819,"[3605.656995499296, 5524.241178284853, 1.895]","[0.0, 0.0, 0.0]","[3.17020881485861, -37.660608344839254, 0.0]","[0.0, 0.0, 0.0]",9.74E-09,3,0.1,0
3,10826.33237,10826.33225,85,8879,"[3605.1869216439954, 5484.476008360902, 1.895]","[0.0, 0.0, 0.0]","[-2.69910123785515, 29.81908607354106, 0.0]","[0.0, 0.0, 0.0]",1.47E-08,3,0.1,0
3,10827.17891,10827.1788,109,9007,"[3607.0199563925335, 6055.618299057816, 1.895]","[0.0, 0.0, 0.0]","[-3.40512423997673, -29.565483690238363, 0.0]","[0.0, 0.0, 0.0]",3.45E-09,3,0.1,0
3,10827.62603,10827.62592,103,9109,"[3615.8029790621904, 5391.309080360065, 1.895]","[0.0, 0.0, 0.0]","[-4.010259153043714, 34.748468937817236, 0.0]","[0.0, 0.0, 0.0]",7.86E-09,3,0.1,0
3,10827.87251,10827.87239,79,9135,"[3613.2418668541204, 5448.940314912017, 1.895]","[0.0, 0.0, 0.0]","[4.643668755225801, -37.501037959496, 0.0]","[0.0, 0.0, 0.0]",1.40E-08,3,0.1,0
3,10828.17892,10828.1788,109,9179,"[3603.6197357557385, 6026.095391611394, 1.895]","[0.0, 0.0, 0.0]","[-3.3996304354035174, -29.517782937472944, 0.0]","[0.0, 0.0, 0.0]",2.50E-09,3,0.1,0
3,10828.33236,10828.33225,85,9211,"[3600.303513972747, 5544.089537919463, 1.895]","[0.0, 0.0, 0.0]","[-2.448343593098272, 29.887818708229503, 0.0]","[0.0, 0.0, 0.0]",2.05E-08,3,0.1,0
3,10828.62603,10828.62592,103,9285,"[3611.8050665720193, 5425.950566777556, 1.895]","[0.0, 0.0, 0.0]","[-4.0021227114352085, 34.677967536835496, 0.0]","[0.0, 0.0, 0.0]",1.43E-08,3,0.1,0
3,10828.87251,10828.87239,79,9315,"[3617.8929409337643, 5411.379473515471, 1.895]","[0.0, 0.0, 0.0]","[4.639453572800553, -37.46699726355757, 0.0]","[0.0, 0.0, 0.0]",7.06E-09,3,0.1,0
3,10829.17891,10829.1788,109,9359,"[3600.7471796111085, 5996.538282616603, 1.895]","[0.0, 0.0, 0.0]","[-1.9681994957191262, -29.657537323207958, 0.0]","[0.0, 0.0, 0.0]",1.81E-08,3,0.1,0
3,10829.33236,10829.33225,85,9395,"[3597.8615924303263, 5573.898960324612, 1.895]","[0.0, 0.0, 0.0]","[-2.442810984998442, 29.820280153449165, 0.0]","[0.0, 0.0, 0.0]",3.82E-09,3,0.1,0
3,10829.62602,10829.62592,103,9469,"[3607.8044558370093, 5460.61543319953, 1.895]","[0.0, 0.0, 0.0]","[-4.000259958964598, 34.66182698484282, 0.0]","[0.0, 0.0, 0.0]",1.67E-08,3,0.1,0
3,10830.17891,10830.1788,109,9556,"[3598.78010324455, 5966.897669007235, 1.895]","[0.0, 0.0, 0.0]","[-1.9634814987389642, -29.58644484913533, 0.0]","[0.0, 0.0, 0.0]",1.73E-08,3,0.1,0
3,10830.33236,10830.33225,85,9598,"[3595.419378842934, 5603.711947828709, 1.895]","[0.0, 0.0, 0.0]","[-2.447204857704253, 29.87391775203969, 0.0]","[0.0, 0.0, 0.0]",1.90E-07,3,0.1,0
3,10830.87251,10830.87239,79,9694,"[3627.1986167771133, 5336.22930208099, 1.895]","[0.0, 0.0, 0.0]","[4.64078825304683, -37.47777578743982, 0.0]","[0.0, 0.0, 0.0]",4.38E-09,3,0.1,0
3,10831.17891,10831.1788,109,9755,"[3596.8128008738304, 5937.253649885944, 1.895]","[0.0, 0.0, 0.0]","[-1.965902636301314, -29.622927420021096, 0.0]","[0.0, 0.0, 0.0]",4.38E-09,3,0.1,0
3,10831.33237,10831.33225,85,9797,"[3592.9778566657724, 5633.516495037214, 1.895]","[0.0, 0.0, 0.0]","[-2.4436770533937624, 29.830852564634107, 0.0]","[0.0, 0.0, 0.0]",6.07E-06,3,0.1,0
3,10831.62602,10831.62592,103,9878,"[3601.450647563254, 5530.08606190252, 1.895]","[0.0, 0.0, 0.0]","[-2.851018443236534, 34.80341672856337, 0.0]","[0.0, 0.0, 0.0]",4.67E-08,3,0.1,0
3,10831.87251,10831.87239,79,9909,"[3632.49817352483, 5298.738353437999, 1.895]","[0.0, 0.0, 0.0]","[5.88136137328609, -37.35666555063038, 0.0]","[0.0, 0.0, 0.0]",1.57E-08,3,0.1,0
3,10832.17891,10832.1788,109,9970,"[3595.461164481312, 5907.577864072415, 1.895]","[0.0, 0.0, 0.0]","[-1.1627343627015942, -29.697905849532912, 0.0]","[0.0, 0.0, 0.0]",3.30E-09,3,0.1,0
3,10832.33237,10832.33225,85,10012,"[3591.354834885102, 5663.371874094188, 1.895]","[0.0, 0.0, 0.0]","[-1.2500544660825206, 29.93978325256534, 0.0]","[0.0, 0.0, 0.0]",6.91E-09,3,0.1,0
3,10832.62603,10832.62592,103,10089,"[3598.602788227048, 5564.850914265155, 1.895]","[0.0, 0.0, 0.0]","[-2.846299165508814, 34.74580679278574, 0.0]","[0.0, 0.0, 0.0]",9.39E-07,3,0.1,0
3,10833.33236,10833.33225,85,10211,"[3590.1084035163517, 5693.224881328726, 1.895]","[0.0, 0.0, 0.0]","[-1.2482222049352327, 29.8958991633667, 0.0]","[0.0, 0.0, 0.0]",5.82E-09,3,0.1,0
3,10833.62603,10833.62592,103,10284,"[3595.7567404490183, 5599.593652279754, 1.895]","[0.0, 0.0, 0.0]","[-2.8514451989808527, 34.80862629080286, 0.0]","[0.0, 0.0, 0.0]",3.37E-08,3,0.1,0
3,10833.87251,10833.87239,79,10311,"[3644.268596587127, 5223.976112211848, 1.895]","[0.0, 0.0, 0.0]","[5.871372756331096, -37.29322081407739, 0.0]","[0.0, 0.0, 0.0]",1.03E-08,3,0.1,0
3,10834.17891,10834.1788,109,10376,"[3594.519084226654, 5848.150689523248, 1.895]","[0.0, 0.0, 0.0]","[-0.017334151797328883, -29.751904789047785, 0.0]","[0.0, 0.0, 0.0]",4.33E-09,3,0.1,0
3,10834.33236,10834.33225,85,10410,"[3588.860745971965, 5723.1072564298565, 1.895]","[0.0, 0.0, 0.0]","[-1.2499684046122697, 29.937722012961945, 0.0]","[0.0, 0.0, 0.0]",7.02E-09,3,0.1,0
3,10834.62603,10834.62592,103,10491,"[3592.908448409543, 5634.363786808225, 1.895]","[0.0, 0.0, 0.0]","[-2.8548544213300806, 34.850243905170394, 0.0]","[0.0, 0.0, 0.0]",1.19E-08,3,0.1,0
3,10834.8725,10834.87239,79,10518,"[3650.1529109664857, 5186.6006900412285, 1.895]","[0.0, 0.0, 0.0]","[5.888084102077925, -37.39936633285872, 0.0]","[0.0, 0.0, 0.0]",2.00E-09,3,0.1,0
3,10835.17891,10835.1788,109,10585,"[3594.501754596321, 5818.406545260825, 1.895]","[0.0, 0.0, 0.0]","[-0.017317700361118307, -29.72366795522385, 0.0]","[0.0, 0.0, 0.0]",5.68E-09,3,0.1,0
3,10835.33237,10835.33225,85,10625,"[3587.7370470478613, 5752.993585054764, 1.895]","[0.0, 0.0, 0.0]","[-0.5740876668549022, 29.980896210321013, 0.0]","[0.0, 0.0, 0.0]",3.75E-09,3,0.1,0
3,10835.62603,10835.62592,103,10695,"[3591.111723826258, 5669.194574308908, 1.895]","[0.0, 0.0, 0.0]","[-1.4577029119425733, 34.91312611918877, 0.0]","[0.0, 0.0, 0.0]",1.07E-08,3,0.1,0
3,10836.33236,10836.33225,85,10785,"[3587.708037959728, 5782.893029046953, 1.895]","[0.0, 0.0, 0.0]","[-0.02903984515636584, 29.931145019008827, 0.0]","[0.0, 0.0, 0.0]",2.37E-09,3,0.1,0
3,10837.17891,10837.1788,109,10900,"[3594.467131114701, 5758.97966699478, 1.895]","[0.0, 0.0, 0.0]","[-0.017290160771300512, -29.676399691753655, 0.0]","[0.0, 0.0, 0.0]",1.07E-08,3,0.1,0
3,10837.33237,10837.33225,85,10940,"[3587.679040426794, 5812.780563183586, 1.895]","[0.0, 0.0, 0.0]","[-0.02902621121547624, 29.917092621010493, 0.0]","[0.0, 0.0, 0.0]",2.09E-09,3,0.1,0
3,10837.62603,10837.62592,103,11010,"[3588.2020104995404, 5738.884486782827, 1.895]","[0.0, 0.0, 0.0]","[-1.4558303059286872, 34.8682757388409, 0.0]","[0.0, 0.0, 0.0]",3.52E-09,3,0.1,0
3,10838.17891,10838.1788,109,11068,"[3595.2093123659843, 5729.291239768468, 1.895]","[0.0, 0.0, 0.0]","[1.2752526392764074, -29.695996686400296, 0.0]","[0.0, 0.0, 0.0]",1.77E-09,3,0.1,0
3,10838.62604,10838.62592,103,11166,"[3587.7168975129475, 5773.761555693828, 1.895]","[0.0, 0.0, 0.0]","[-0.033859504252597344, 34.898730575155206, 0.0]","[0.0, 0.0, 0.0]",4.34E-09,3,0.1,0
3,10839.17891,10839.1788,109,11224,"[3596.484942495827, 5699.586452699454, 1.895]","[0.0, 0.0, 0.0]","[1.2774129897587085, -29.746303393319277, 0.0]","[0.0, 0.0, 0.0]",4.06E-09,3,0.1,0
3,10841.17891,10841.1788,109,11540,"[3599.202997715775, 5640.205625535999, 1.895]","[0.0, 0.0, 0.0]","[2.382062908139901, -29.625267936002917, 0.0]","[0.0, 0.0, 0.0]",3.31E-09,3,0.1,0
3,10842.17891,10842.1788,109,11704,"[3601.694742131032, 5610.606886683161, 1.895]","[0.0, 0.0, 0.0]","[2.487920460379483, -29.55331515643528, 0.0]","[0.0, 0.0, 0.0]",8.64E-09,3,0.1,0
3,10843.17891,10843.1788,109,11871,"[3604.1868894278628, 5581.003362112164, 1.895]","[0.0, 0.0, 0.0]","[2.488325365062426, -29.558124906579142, 0.0]","[0.0, 0.0, 0.0]",2.40E-09,3,0.1,0
3,10843.66093,10843.66081,121,11997,"[3642.8071795098363, 5198.996212371055, 1.895]","[0.0, 0.0, 0.0]","[-5.222466482068985, 33.47910822338592, 0.0]","[0.0, 0.0, 0.0]",7.90E-07,3,0.1,0
3,10844.17891,10844.1788,109,12073,"[3606.6786763750833, 5551.404118033962, 1.895]","[0.0, 0.0, 0.0]","[2.488716307910447, -29.562768807897864, 0.0]","[0.0, 0.0, 0.0]",2.56E-09,3,0.1,0
3,10844.24845,10844.24834,127,12109,"[3770.6065261726612, 5182.192179562984, 1.895]","[0.0, 0.0, 0.0]","[18.062528885887783, 10.122695643822931, 0.0]","[0.0, 0.0, 0.0]",1.10E-08,3,0.1,0
3,10887.07631,10887.07619,217,30326,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[-3.6725518740495477, 11.617575317483896, 0.0]","[0.0, 0.0, 0.0]",1.13E-08,3,0.1,1
3,10889.0763,10889.07619,217,30832,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[-3.1714785557124574, 11.719719593090682, 0.0]","[0.0, 0.0, 0.0]",1.13E-08,3,0.1,1
3,10890.07629,10890.07619,217,31079,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[-2.759124033671349, 11.816740226167123, 0.0]","[0.0, 0.0, 0.0]",1.13E-08,3,0.1,1
3,10891.0763,10891.07619,217,31325,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[-1.9447749757192045, 12.066615389880551, 0.0]","[0.0, 0.0, 0.0]",4.78E-09,3,0.1,1
3,10891.80134,10891.80123,211,31556,"[6168.100357570258, 6045.042101562907, 1.895]","[0.0, 0.0, 0.0]","[14.41904459389172, -4.887751301329102, 0.0]","[0.0, 0.0, 0.0]",1.06E-08,3,0.1,0
3,10892.0763,10892.07619,217,31574,"[5560.0, 5820.0, 1.895]","[0.0, 0.0, 0.0]","[-1.9296563006920695, 11.97280955679718, 0.0]","[0.0, 0.0, 0.0]",3.07E-09,3,0.1,1
3,10895.80135,10895.80123,211,32483,"[6225.858976769949, 6025.105588947326, 1.895]","[0.0, 0.0, 0.0]","[14.415261924229762, -4.962753011840014, 0.0]","[0.0, 0.0, 0.0]",1.96E-09,3,0.1,0
3,10821.52172,10821.5216,61,8103,"[3951.291829175644, 5257.064034906124, 1.895]","[0.0, 0.0, 0.0]","[13.040486244712552, 1.824179281929723, 0.0]","[0.0, 0.0, 0.0]",6.45E-09,3,0.1,0
3,10821.90295,10821.90283,31,8206,"[3650.3608566353746, 5185.279880740058, 1.895]","[0.0, 0.0, 0.0]","[6.258110815114852, -39.74966642262409, 0.0]","[0.0, 0.0, 0.0]",9.21E-07,3,0.1,0
3,10822.17617,10822.17606,73,8255,"[4053.126461136137, 5276.581471852221, 1.895]","[0.0, 0.0, 0.0]","[12.040507459209536, 2.7976473214056456, 0.0]","[0.0, 0.0, 0.0]",1.94E-09,3,0.1,0
3,10822.33236,10822.33225,85,8291,"[3618.7659864757416, 5365.634936335199, 1.895]","[0.0, 0.0, 0.0]","[-3.427948022062214, 29.70280493584106, 0.0]","[0.0, 0.0, 0.0]",5.56E-09,3,0.1,0
3,10822.52172,10822.5216,61,8335,"[3964.3237198017864, 5258.765566677884, 1.895]","[0.0, 0.0, 0.0]","[13.040645651425663, 1.6796605978439296, 0.0]","[0.0, 0.0, 0.0]",4.06E-09,3,0.1,0
3,10822.87251,10822.87239,79,8387,"[3596.1340426302645, 5637.369435517106, 1.895]","[0.0, 0.0, 0.0]","[3.16723467984152, -37.625277002192334, 0.0]","[0.0, 0.0, 0.0]",2.04E-09,3,0.1,0
3,10824.46033,10824.46021,91,8625,"[3591.2307068068512, 5868.1531325212445, 1.895]","[0.0, 0.0, 0.0]","[-0.01994891230273323, -34.274724945224534, 0.0]","[0.0, 0.0, 0.0]",2.28E-09,3,0.1,0
3,10824.87251,10824.87239,79,8688,"[3602.4826785083324, 5561.950589853849, 1.895]","[0.0, 0.0, 0.0]","[3.167890036901544, -37.6330623396454, 0.0]","[0.0, 0.0, 0.0]",1.88E-08,3,0.1,0
3,10825.87251,10825.87239,79,8819,"[3605.656995499296, 5524.241178284853, 1.895]","[0.0, 0.0, 0.0]","[3.17020881485861, -37.660608344839254, 0.0]","[0.0, 0.0, 0.0]",2.08E-08,3,0.1,0
3,10826.46032,10826.46021,91,8901,"[3591.1907751416625, 5799.54554026876, 1.895]","[0.0, 0.0, 0.0]","[-0.019980527397941285, -34.329043636643114, 0.0]","[0.0, 0.0, 0.0]",5.25E-09,3,0.1,0
3,10826.8725,10826.87239,79,8967,"[3608.831950843705, 5486.524183373403, 1.895]","[0.0, 0.0, 0.0]","[3.1682726086544815, -37.6376071144334, 0.0]","[0.0, 0.0, 0.0]",2.03E-08,3,0.1,0
3,10827.8725,10827.87239,79,9135,"[3613.2418668541204, 5448.940314912017, 1.895]","[0.0, 0.0, 0.0]","[4.643668755225801, -37.501037959496, 0.0]","[0.0, 0.0, 0.0]",1.52E-07,3,0.1,0
3,10828.46033,10828.46021,91,9237,"[3591.836855111307, 5730.922758634892, 1.895]","[0.0, 0.0, 0.0]","[1.4744860492795244, -34.304369309814255, 0.0]","[0.0, 0.0, 0.0]",2.99E-09,3,0.1,0
3,10828.87251,10828.87239,79,9315,"[3617.8929409337643, 5411.379473515471, 1.895]","[0.0, 0.0, 0.0]","[4.639453572800553, -37.46699726355757, 0.0]","[0.0, 0.0, 0.0]",1.42E-07,3,0.1,0
3,10829.33236,10829.33225,85,9395,"[3597.8615924303263, 5573.898960324612, 1.895]","[0.0, 0.0, 0.0]","[-2.442810984998442, 29.820280153449165, 0.0]","[0.0, 0.0, 0.0]",1.07E-08,3,0.1,0
3,10829.46033,10829.46021,91,9421,"[3593.3104721276045, 5696.638607643488, 1.895]","[0.0, 0.0, 0.0]","[1.473103585156094, -34.272205858698776, 0.0]","[0.0, 0.0, 0.0]",5.44E-09,3,0.1,0
3,10829.87251,10829.87239,79,9495,"[3622.5469880074374, 5373.794623007201, 1.895]","[0.0, 0.0, 0.0]","[4.647839559645334, -37.534720270423655, 0.0]","[0.0, 0.0, 0.0]",2.31E-08,3,0.1,0
3,10830.17892,10830.1788,109,9556,"[3598.78010324455, 5966.897669007235, 1.895]","[0.0, 0.0, 0.0]","[-1.9634814987389642, -29.58644484913533, 0.0]","[0.0, 0.0, 0.0]",3.27E-09,3,0.1,0
3,10830.33236,10830.33225,85,9598,"[3595.419378842934, 5603.711947828709, 1.895]","[0.0, 0.0, 0.0]","[-2.447204857704253, 29.87391775203969, 0.0]","[0.0, 0.0, 0.0]",1.97E-08,3,0.1,0
3,10830.46033,10830.46021,91,9629,"[3594.783946248287, 5662.357781162308, 1.895]","[0.0, 0.0, 0.0]","[1.4729346443642146, -34.26827539946569, 0.0]","[0.0, 0.0, 0.0]",6.51E-09,3,0.1,0
3,10830.87251,10830.87239,79,9694,"[3627.1986167771133, 5336.22930208099, 1.895]","[0.0, 0.0, 0.0]","[4.64078825304683, -37.47777578743982, 0.0]","[0.0, 0.0, 0.0]",1.25E-08,3,0.1,0
3,10831.33237,10831.33225,85,9797,"[3592.9778566657724, 5633.516495037214, 1.895]","[0.0, 0.0, 0.0]","[-2.4436770533937624, 29.830852564634107, 0.0]","[0.0, 0.0, 0.0]",1.19E-08,3,0.1,0
3,10831.46032,10831.46021,91,9828,"[3596.9114906523605, 5628.133714093512, 1.895]","[0.0, 0.0, 0.0]","[2.871943753341474, -34.11735794064866, 0.0]","[0.0, 0.0, 0.0]",3.50E-08,3,0.1,0
3,10831.87251,10831.87239,79,9909,"[3632.49817352483, 5298.738353437999, 1.895]","[0.0, 0.0, 0.0]","[5.88136137328609, -37.35666555063038, 0.0]","[0.0, 0.0, 0.0]",6.13E-09,3,0.1,0
3,10832.17891,10832.1788,109,9970,"[3595.461164481312, 5907.577864072415, 1.895]","[0.0, 0.0, 0.0]","[-1.1627343627015942, -29.697905849532912, 0.0]","[0.0, 0.0, 0.0]",8.45E-09,3,0.1,0
3,10832.33237,10832.33225,85,10012,"[3591.354834885102, 5663.371874094188, 1.895]","[0.0, 0.0, 0.0]","[-1.2500544660825206, 29.93978325256534, 0.0]","[0.0, 0.0, 0.0]",1.04E-08,3,0.1,0
3,10832.46032,10832.46021,91,10039,"[3599.788626357465, 5593.954678177284, 1.895]","[0.0, 0.0, 0.0]","[2.8717061264576014, -34.11453504362499, 0.0]","[0.0, 0.0, 0.0]",4.04E-08,3,0.1,0
3,10832.8725,10832.87239,79,10120,"[3638.38490617722, 5261.347571113311, 1.895]","[0.0, 0.0, 0.0]","[5.887969079709271, -37.39863574481513, 0.0]","[0.0, 0.0, 0.0]",3.23E-09,3,0.1,0
3,10833.33236,10833.33225,85,10211,"[3590.1084035163517, 5693.224881328726, 1.895]","[0.0, 0.0, 0.0]","[-1.2482222049352327, 29.8958991633667, 0.0]","[0.0, 0.0, 0.0]",4.29E-09,3,0.1,0
3,10833.46033,10833.46021,91,10242,"[3602.667797923559, 5559.751457178041, 1.895]","[0.0, 0.0, 0.0]","[2.870958691723573, -34.10565586608328, 0.0]","[0.0, 0.0, 0.0]",1.12E-07,3,0.1,0
3,10833.87251,10833.87239,79,10311,"[3644.268596587127, 5223.976112211848, 1.895]","[0.0, 0.0, 0.0]","[5.871372756331096, -37.29322081407739, 0.0]","[0.0, 0.0, 0.0]",7.06E-09,3,0.1,0
3,10834.33236,10834.33225,85,10410,"[3588.860745971965, 5723.1072564298565, 1.895]","[0.0, 0.0, 0.0]","[-1.2499684046122697, 29.937722012961945, 0.0]","[0.0, 0.0, 0.0]",8.23E-09,3,0.1,0
3,10834.46033,10834.46021,91,10441,"[3605.543688333997, 5525.5872147840855, 1.895]","[0.0, 0.0, 0.0]","[2.8755960427474134, -34.16074544247647, 0.0]","[0.0, 0.0, 0.0]",9.25E-08,3,0.1,0
3,10834.8725,10834.87239,79,10518,"[3650.1529109664857, 5186.6006900412285, 1.895]","[0.0, 0.0, 0.0]","[5.888084102077925, -37.39936633285872, 0.0]","[0.0, 0.0, 0.0]",3.98E-09,3,0.1,0
3,10835.17891,10835.1788,109,10585,"[3594.501754596321, 5818.406545260825, 1.895]","[0.0, 0.0, 0.0]","[-0.017317700361118307, -29.72366795522385, 0.0]","[0.0, 0.0, 0.0]",1.77E-09,3,0.1,0
3,10835.33237,10835.33225,85,10625,"[3587.7370470478613, 5752.993585054764, 1.895]","[0.0, 0.0, 0.0]","[-0.5740876668549022, 29.980896210321013, 0.0]","[0.0, 0.0, 0.0]",3.00E-08,3,0.1,0
3,10835.46032,10835.46021,91,10651,"[3608.4214718142507, 5491.4004835999385, 1.895]","[0.0, 0.0, 0.0]","[2.8768666398239398, -34.17583954566198, 0.0]","[0.0, 0.0, 0.0]",1.73E-09,3,0.1,0
3,10836.17892,10836.1788,109,10749,"[3594.4844420737136, 5788.691764270218, 1.895]","[0.0, 0.0, 0.0]","[-0.017288424048766383, -29.673418824614345, 0.0]","[0.0, 0.0, 0.0]",7.64E-08,3,0.1,0
3,10836.33236,10836.33225,85,10785,"[3587.708037959728, 5782.893029046953, 1.895]","[0.0, 0.0, 0.0]","[-0.02903984515636584, 29.931145019008827, 0.0]","[0.0, 0.0, 0.0]",1.34E-07,3,0.1,0
3,10836.46033,10836.46021,91,10811,"[3612.205469181346, 5457.3099877970835, 1.895]","[0.0, 0.0, 0.0]","[4.20576237990591, -33.96462214924602, 0.0]","[0.0, 0.0, 0.0]",1.23E-08,3,0.1,0
3,10837.17891,10837.1788,109,10900,"[3594.467131114701, 5758.97966699478, 1.895]","[0.0, 0.0, 0.0]","[-0.017290160771300512, -29.676399691753655, 0.0]","[0.0, 0.0, 0.0]",1.28E-07,3,0.1,0
3,10837.33237,10837.33225,85,10940,"[3587.679040426794, 5812.780563183586, 1.895]","[0.0, 0.0, 0.0]","[-0.02902621121547624, 29.917092621010493, 0.0]","[0.0, 0.0, 0.0]",9.06E-08,3,0.1,0
3,10837.46032,10837.46021,91,10966,"[3616.4184066836956, 5423.2874212609195, 1.895]","[0.0, 0.0, 0.0]","[4.2047498910063, -33.95644555724067, 0.0]","[0.0, 0.0, 0.0]",1.80E-08,3,0.1,0
3,10838.17891,10838.1788,109,11068,"[3595.2093123659843, 5729.291239768468, 1.895]","[0.0, 0.0, 0.0]","[1.2752526392764074, -29.695996686400296, 0.0]","[0.0, 0.0, 0.0]",3.71E-08,3,0.1,0
3,10838.46033,10838.46021,91,11126,"[3620.634598834378, 5389.238571047537, 1.895]","[0.0, 0.0, 0.0]","[4.2068264826730095, -33.97321556112208, 0.0]","[0.0, 0.0, 0.0]",4.51E-09,3,0.1,0
3,10839.17891,10839.1788,109,11224,"[3596.484942495827, 5699.586452699454, 1.895]","[0.0, 0.0, 0.0]","[1.2774129897587085, -29.746303393319277, 0.0]","[0.0, 0.0, 0.0]",9.06E-08,3,0.1,0
3,10839.33237,10839.33225,85,11264,"[3587.6210103099834, 5872.591758195048, 1.895]","[0.0, 0.0, 0.0]","[-0.029049680570408434, 29.94128230460542, 0.0]","[0.0, 0.0, 0.0]",2.12E-08,3,0.1,0
3,10840.33236,10840.33225,85,11420,"[3588.398704845529, 5902.4645549252, 1.895]","[0.0, 0.0, 0.0]","[1.271689101853016, 29.868555706995284, 0.0]","[0.0, 0.0, 0.0]",5.72E-09,3,0.1,0
3,10841.17891,10841.1788,109,11540,"[3599.202997715775, 5640.205625535999, 1.895]","[0.0, 0.0, 0.0]","[2.382062908139901, -29.625267936002917, 0.0]","[0.0, 0.0, 0.0]",1.58E-08,3,0.1,0
3,10841.33237,10841.33225,85,11580,"[3589.739171639985, 5932.347683372237, 1.895]","[0.0, 0.0, 0.0]","[1.6468228780744947, 29.940304614201196, 0.0]","[0.0, 0.0, 0.0]",2.92E-08,3,0.1,0
3,10841.46033,10841.46021,91,11602,"[3634.309145099644, 5287.23559835321, 1.895]","[0.0, 0.0, 0.0]","[5.326469773331962, -33.83215845088066, 0.0]","[0.0, 0.0, 0.0]",2.10E-09,3,0.1,0
3,10842.17891,10842.1788,109,11704,"[3601.694742131032, 5610.606886683161, 1.895]","[0.0, 0.0, 0.0]","[2.487920460379483, -29.55331515643528, 0.0]","[0.0, 0.0, 0.0]",9.15E-09,3,0.1,0
3,10842.33236,10842.33225,85,11744,"[3591.959147357228, 5962.162072279459, 1.895]","[0.0, 0.0, 0.0]","[2.2209843612829694, 29.827935048939235, 0.0]","[0.0, 0.0, 0.0]",1.14E-08,3,0.1,0
3,10842.46032,10842.46021,91,11762,"[3639.6467541014754, 5253.332686822016, 1.895]","[0.0, 0.0, 0.0]","[5.337281905262201, -33.900833910654626, 0.0]","[0.0, 0.0, 0.0]",1.50E-09,3,0.1,0
3,10843.17891,10843.1788,109,11871,"[3604.1868894278628, 5581.003362112164, 1.895]","[0.0, 0.0, 0.0]","[2.488325365062426, -29.558124906579142, 0.0]","[0.0, 0.0, 0.0]",8.23E-09,3,0.1,0
3,10844.17891,10844.1788,109,12073,"[3606.6786763750833, 5551.404118033962, 1.895]","[0.0, 0.0, 0.0]","[2.488716307910447, -29.562768807897864, 0.0]","[0.0, 0.0, 0.0]",6.14E-09,3,0.1,0
